empId,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,ROI,attrition_rate
42,0.4,0.46,2,127,3,0,1,0,technical,1,0.153333333,0.869565217
43,0.1,0.8,7,281,4,0,1,0,technical,1,0.7,0.125
44,0.09,0.89,6,276,4,0,1,0,technical,1,0.6675,0.101123596
45,0.84,0.74,3,182,4,0,1,0,technical,1,0.2775,1.135135135
46,0.4,0.55,2,147,3,0,1,0,support,1,0.183333333,0.727272727
47,0.57,0.7,3,273,6,0,1,0,support,1,0.175,0.814285714
48,0.4,0.54,2,148,3,0,1,0,support,1,0.18,0.740740741
49,0.43,0.47,2,147,3,0,1,0,support,1,0.156666667,0.914893617
50,0.13,0.78,6,152,2,0,1,0,support,1,1.17,0.166666667
51,0.44,0.55,2,135,3,0,1,0,support,1,0.183333333,0.8
52,0.38,0.55,2,134,3,0,1,0,support,1,0.183333333,0.690909091
53,0.39,0.54,2,132,3,0,1,0,support,1,0.18,0.722222222
54,0.1,0.92,7,307,4,0,1,0,support,1,0.805,0.108695652
55,0.37,0.46,2,140,3,0,1,0,support,1,0.153333333,0.804347826
56,0.11,0.94,7,255,4,0,1,0,support,1,0.8225,0.117021277
57,0.1,0.81,6,309,4,0,1,0,technical,1,0.6075,0.12345679
58,0.38,0.54,2,128,3,0,1,0,technical,1,0.18,0.703703704
59,0.85,1,4,225,5,0,1,0,technical,1,0.4,0.85
60,0.85,0.91,5,226,5,0,1,0,management,2,0.303333333,0.934065934
61,0.11,0.93,7,308,4,0,1,0,IT,2,0.5425,0.11827957
62,0.1,0.95,6,244,5,0,1,0,IT,2,0.38,0.105263158
63,0.36,0.56,2,132,3,0,1,0,IT,2,0.124444444,0.642857143
64,0.11,0.94,6,286,4,0,1,0,IT,2,0.47,0.117021277
65,0.81,0.7,6,161,4,0,1,0,IT,2,0.35,1.157142857
66,0.43,0.54,2,153,3,0,1,0,product_mng,2,0.12,0.796296296
67,0.9,0.98,4,264,6,0,1,0,product_mng,2,0.217777778,0.918367347
68,0.76,0.86,5,223,5,1,1,0,product_mng,2,0.286666667,0.88372093
69,0.43,0.5,2,135,3,0,1,0,product_mng,2,0.111111111,0.86
70,0.74,0.99,2,277,3,0,1,0,IT,2,0.22,0.747474747
71,0.09,0.77,5,275,4,0,1,0,product_mng,2,0.320833333,0.116883117
72,0.45,0.49,2,149,3,0,1,0,product_mng,0,0.326666667,0.918367347
73,0.09,0.87,7,295,4,0,1,0,product_mng,1,0.76125,0.103448276
74,0.11,0.97,6,277,4,0,1,0,product_mng,2,0.485,0.113402062
75,0.11,0.79,7,306,4,0,1,0,product_mng,2,0.460833333,0.139240506
76,0.1,0.83,6,295,4,0,1,0,product_mng,2,0.415,0.120481928
77,0.4,0.54,2,137,3,0,1,0,marketing,2,0.12,0.740740741
78,0.43,0.56,2,157,3,0,1,0,sales,1,0.186666667,0.767857143
79,0.39,0.56,2,142,3,0,1,0,accounting,1,0.186666667,0.696428571
80,0.45,0.54,2,140,3,0,1,0,support,1,0.18,0.833333333
81,0.38,0.49,2,151,3,0,1,0,technical,1,0.163333333,0.775510204
82,0.79,0.59,4,139,3,0,1,1,management,1,0.393333333,1.338983051
83,0.84,0.85,4,249,6,0,1,0,marketing,1,0.283333333,0.988235294
84,0.11,0.77,6,291,4,0,1,0,marketing,1,0.5775,0.142857143
85,0.11,0.87,6,305,4,0,1,0,marketing,1,0.6525,0.126436782
86,0.17,0.84,5,232,3,0,1,0,sales,1,0.7,0.202380952
87,0.44,0.45,2,132,3,0,1,0,sales,1,0.15,0.977777778
88,0.37,0.57,2,130,3,0,1,0,sales,1,0.19,0.649122807
89,0.1,0.79,6,291,4,0,1,0,sales,1,0.5925,0.126582278
90,0.4,0.5,2,130,3,0,1,0,sales,1,0.166666667,0.8
91,0.89,1,5,246,5,0,1,0,sales,1,0.5,0.89
92,0.42,0.48,2,143,3,0,1,0,sales,1,0.16,0.875
93,0.46,0.55,2,129,3,0,1,0,sales,1,0.183333333,0.836363636
94,0.09,0.83,6,255,4,0,1,0,sales,1,0.6225,0.108433735
95,0.37,0.51,2,155,3,0,1,0,sales,1,0.17,0.725490196
96,0.1,0.77,6,265,4,0,1,0,sales,1,0.5775,0.12987013
97,0.1,0.84,6,279,4,0,1,0,sales,1,0.63,0.119047619
98,0.11,0.97,6,284,4,0,1,0,sales,1,0.7275,0.113402062
99,0.9,1,5,221,6,0,1,0,sales,2,0.277777778,0.9
100,0.38,0.52,2,154,3,0,1,0,sales,2,0.115555556,0.730769231
101,0.36,0.52,2,147,3,0,1,0,sales,2,0.115555556,0.692307692
102,0.42,0.46,2,150,3,0,1,0,sales,2,0.102222222,0.913043478
103,0.09,0.94,7,267,4,0,1,0,sales,2,0.548333333,0.095744681
104,0.43,0.52,2,158,3,0,1,0,sales,2,0.115555556,0.826923077
105,0.24,0.46,7,224,5,0,1,0,accounting,2,0.214666667,0.52173913
106,0.91,1,4,257,5,0,1,0,accounting,2,0.266666667,0.91
107,0.44,0.5,2,148,3,0,1,0,accounting,2,0.111111111,0.88
108,0.71,0.87,3,177,4,0,1,0,hr,2,0.2175,0.816091954
109,0.4,0.49,2,155,3,0,1,0,hr,2,0.108888889,0.816326531
110,0.43,0.47,2,144,3,0,1,0,hr,2,0.104444444,0.914893617
111,0.09,0.85,6,289,4,0,1,0,hr,0,1.275,0.105882353
112,0.43,0.52,2,160,3,0,1,0,technical,1,0.173333333,0.826923077
113,0.9,0.96,4,258,5,0,1,0,technical,2,0.256,0.9375
114,0.84,1,5,234,5,0,1,0,technical,2,0.333333333,0.84
115,0.37,0.48,2,137,3,0,1,0,technical,2,0.106666667,0.770833333
116,0.86,0.68,5,263,2,0,1,0,technical,2,0.566666667,1.264705882
117,0.11,0.84,6,251,4,0,1,0,technical,1,0.63,0.130952381
118,0.37,0.57,2,133,3,0,1,0,technical,1,0.19,0.649122807
119,0.4,0.46,2,132,3,0,1,0,technical,1,0.153333333,0.869565217
120,0.14,0.62,4,158,4,1,1,0,technical,1,0.31,0.225806452
121,0.4,0.46,2,135,3,0,1,0,technical,1,0.153333333,0.869565217
122,0.75,1,4,216,6,0,1,0,technical,1,0.333333333,0.75
123,0.11,0.84,6,300,5,1,1,0,support,1,0.504,0.130952381
124,0.46,0.49,2,138,3,0,1,0,support,1,0.163333333,0.93877551
125,0.11,0.92,6,260,4,0,1,0,support,1,0.69,0.119565217
126,0.38,0.49,2,132,3,0,1,0,support,1,0.163333333,0.775510204
127,0.7,0.89,3,183,5,0,1,0,support,1,0.267,0.786516854
128,0.09,0.82,6,250,4,0,1,0,support,1,0.615,0.109756098
129,0.37,0.45,2,151,3,0,1,0,support,1,0.15,0.822222222
130,0.1,0.83,6,292,4,0,1,0,support,1,0.6225,0.120481928
131,0.38,0.57,2,140,3,0,1,0,support,1,0.19,0.666666667
132,0.9,1,5,221,5,0,1,0,support,1,0.5,0.9
133,0.44,0.51,2,138,3,0,1,0,support,1,0.17,0.862745098
134,0.36,0.5,2,132,3,0,1,0,technical,1,0.166666667,0.72
135,0.31,0.84,7,133,5,0,1,0,technical,1,0.588,0.369047619
136,0.1,0.84,6,283,4,1,1,0,technical,1,0.63,0.119047619
137,0.42,0.48,2,129,3,0,1,0,management,1,0.16,0.875
138,0.74,1,4,249,5,0,1,0,IT,1,0.4,0.74
139,0.73,0.87,5,257,5,0,1,0,IT,1,0.435,0.83908046
140,0.09,0.96,6,245,4,0,1,0,IT,1,0.72,0.09375
141,0.45,0.53,2,155,3,0,1,0,IT,1,0.176666667,0.849056604
142,0.11,0.8,6,256,4,0,1,0,IT,1,0.6,0.1375
143,0.37,0.47,2,152,3,0,1,0,product_mng,1,0.156666667,0.787234043
144,0.84,0.99,4,267,5,0,1,0,product_mng,1,0.396,0.848484848
145,0.41,0.46,2,151,3,0,1,0,product_mng,1,0.153333333,0.891304348
146,0.76,0.92,4,239,5,0,1,0,product_mng,1,0.368,0.826086957
147,0.11,0.87,6,306,4,0,1,0,IT,1,0.6525,0.126436782
148,0.84,0.88,4,263,5,1,1,0,marketing,1,0.352,0.954545455
149,0.39,0.5,2,147,3,0,1,0,marketing,1,0.166666667,0.78
150,0.11,0.91,6,278,4,0,1,0,marketing,1,0.6825,0.120879121
151,0.45,0.56,2,154,3,0,1,0,marketing,1,0.186666667,0.803571429
152,0.37,0.52,2,143,3,0,1,0,marketing,1,0.173333333,0.711538462
153,0.4,0.52,2,155,3,0,1,0,marketing,1,0.173333333,0.769230769
154,0.39,0.48,2,160,3,0,1,0,sales,1,0.16,0.8125
155,0.11,0.8,6,304,4,0,1,0,accounting,1,0.6,0.1375
156,0.83,1,5,240,5,0,1,0,support,1,0.5,0.83
157,0.11,0.92,6,305,4,0,1,0,technical,1,0.69,0.119565217
158,0.39,0.5,2,136,3,0,1,0,management,1,0.166666667,0.78
159,0.45,0.45,2,132,3,0,1,0,marketing,1,0.15,1
160,0.1,0.95,7,301,4,0,1,0,marketing,1,0.83125,0.105263158
161,0.9,0.98,5,243,6,0,1,0,marketing,1,0.408333333,0.918367347
162,0.45,0.51,2,147,3,0,1,0,sales,1,0.17,0.882352941
163,0.79,0.89,5,239,5,0,1,0,sales,1,0.445,0.887640449
164,0.9,0.99,5,260,5,0,1,0,sales,1,0.495,0.909090909
165,0.11,0.84,7,296,4,0,1,0,sales,1,0.735,0.130952381
166,0.43,0.55,2,129,3,0,1,0,sales,1,0.183333333,0.781818182
167,0.31,0.54,5,132,5,0,1,0,sales,1,0.27,0.574074074
168,0.32,0.5,2,135,5,0,1,0,sales,1,0.1,0.64
169,0.45,0.57,2,158,3,0,1,0,sales,1,0.19,0.789473684
170,0.81,0.99,4,259,5,0,1,0,sales,1,0.396,0.818181818
171,0.41,0.46,2,160,3,0,1,1,sales,1,0.153333333,0.891304348
172,0.11,0.78,7,278,4,0,1,0,sales,1,0.6825,0.141025641
173,0.1,0.88,6,284,4,0,1,0,sales,1,0.66,0.113636364
174,0.7,0.53,2,274,4,0,1,0,sales,1,0.1325,1.320754717
175,0.54,0.74,4,164,2,0,1,0,sales,1,0.74,0.72972973
176,0.41,0.48,2,148,3,0,1,0,sales,1,0.16,0.854166667
177,0.38,0.5,2,140,3,0,1,0,sales,2,0.111111111,0.76
178,0.37,0.51,2,127,3,0,1,0,sales,2,0.113333333,0.725490196
179,0.11,0.85,6,308,5,0,1,0,sales,2,0.34,0.129411765
180,0.4,0.47,2,146,3,0,1,0,sales,2,0.104444444,0.85106383
181,0.1,0.84,6,261,4,0,1,0,accounting,2,0.42,0.119047619
182,0.89,0.99,5,257,5,0,1,0,accounting,2,0.33,0.898989899
183,0.11,0.8,6,285,4,0,1,0,accounting,2,0.4,0.1375
184,0.36,0.55,2,141,3,0,1,0,hr,2,0.122222222,0.654545455
185,0.4,0.46,2,127,3,0,1,0,hr,2,0.102222222,0.869565217
186,0.09,0.85,6,297,4,0,1,0,hr,2,0.425,0.105882353
187,0.4,0.46,2,143,3,0,1,0,hr,2,0.102222222,0.869565217
188,0.37,0.55,2,152,3,0,1,0,technical,2,0.122222222,0.672727273
189,0.44,0.51,2,156,3,0,1,0,technical,0,0.34,0.862745098
190,0.09,0.8,7,283,5,0,1,0,technical,1,0.56,0.1125
191,0.92,0.87,4,226,6,1,1,0,technical,2,0.193333333,1.057471264
192,0.74,0.91,4,232,5,0,1,0,technical,2,0.242666667,0.813186813
193,0.09,0.82,6,249,4,0,1,0,technical,2,0.41,0.109756098
194,0.89,0.95,4,275,5,0,1,0,technical,2,0.253333333,0.936842105
195,0.09,0.8,6,304,4,0,1,0,technical,1,0.6,0.1125
196,0.27,0.54,7,278,3,0,1,0,technical,1,0.63,0.5
197,0.1,0.91,6,287,4,0,1,0,technical,1,0.6825,0.10989011
198,0.1,0.89,7,285,4,0,1,0,technical,1,0.77875,0.112359551
199,0.77,0.94,5,226,6,0,1,0,support,1,0.391666667,0.819148936
200,0.9,0.82,5,259,5,0,1,0,support,1,0.41,1.097560976
201,0.39,0.5,2,135,3,0,1,0,support,1,0.166666667,0.78
202,0.76,1,5,219,5,0,1,0,support,1,0.5,0.76
203,0.1,0.93,6,256,4,0,1,0,support,1,0.6975,0.107526882
204,0.87,0.9,5,254,6,0,1,0,support,1,0.375,0.966666667
205,0.38,0.5,2,153,3,0,1,0,support,1,0.166666667,0.76
206,0.77,0.99,5,228,5,0,1,0,support,1,0.495,0.777777778
207,0.78,0.87,4,228,5,0,1,0,support,1,0.348,0.896551724
208,0.44,0.5,2,128,3,0,1,0,support,1,0.166666667,0.88
209,0.38,0.52,2,153,3,0,1,0,support,1,0.173333333,0.730769231
210,0.43,0.46,2,156,3,0,1,0,technical,1,0.153333333,0.934782609
211,0.39,0.5,4,294,3,0,1,0,technical,1,0.333333333,0.78
212,0.88,1,5,219,5,0,1,0,technical,1,0.5,0.88
213,0.45,0.46,2,153,3,0,1,0,management,1,0.153333333,0.97826087
214,0.4,0.53,2,151,3,0,1,0,IT,1,0.176666667,0.754716981
215,0.36,0.51,2,155,3,0,1,0,IT,1,0.17,0.705882353
216,0.36,0.48,2,158,3,0,1,0,IT,1,0.16,0.75
217,0.9,0.98,5,245,5,0,1,0,IT,1,0.49,0.918367347
218,0.43,0.53,2,131,3,0,1,0,IT,1,0.176666667,0.811320755
219,0.89,0.87,5,225,5,0,1,0,product_mng,1,0.435,1.022988506
220,0.1,0.84,6,286,4,0,1,0,product_mng,1,0.63,0.119047619
221,0.37,0.5,2,135,3,0,1,0,product_mng,1,0.166666667,0.74
222,0.37,0.51,2,153,3,0,1,0,product_mng,1,0.17,0.725490196
223,0.87,0.9,5,252,5,0,1,0,IT,1,0.45,0.966666667
224,0.4,0.56,2,149,3,0,1,0,accounting,1,0.186666667,0.714285714
225,0.9,0.97,4,258,5,0,1,0,accounting,1,0.388,0.927835052
226,0.37,0.46,2,158,3,0,1,0,hr,1,0.153333333,0.804347826
227,0.44,0.54,2,149,3,0,1,0,hr,1,0.18,0.814814815
228,0.85,0.95,5,236,5,0,1,0,hr,1,0.475,0.894736842
229,0.78,0.98,5,239,6,0,1,0,marketing,1,0.408333333,0.795918367
230,0.42,0.47,2,159,3,0,1,0,marketing,1,0.156666667,0.893617021
231,0.92,0.99,5,255,6,0,1,0,sales,1,0.4125,0.929292929
232,0.11,0.83,6,244,4,0,1,0,accounting,1,0.6225,0.13253012
233,0.42,0.56,2,134,3,0,1,0,support,1,0.186666667,0.75
234,0.48,0.57,4,270,4,0,1,0,technical,1,0.285,0.842105263
235,0.83,0.85,4,255,5,0,1,0,management,1,0.34,0.976470588
236,0.4,0.53,2,151,3,0,1,0,marketing,1,0.176666667,0.754716981
237,0.43,0.45,2,135,3,0,1,0,marketing,1,0.15,0.955555556
238,0.43,0.53,2,146,3,0,1,0,marketing,1,0.176666667,0.811320755
239,0.1,0.97,7,254,4,0,1,0,sales,1,0.84875,0.103092784
240,0.1,0.87,7,289,4,0,1,0,sales,1,0.76125,0.114942529
241,0.37,0.46,2,156,3,0,1,0,sales,1,0.153333333,0.804347826
242,0.38,0.53,2,156,3,0,1,0,sales,1,0.176666667,0.716981132
243,0.4,0.5,2,128,3,0,1,0,sales,1,0.166666667,0.8
244,0.89,0.86,5,275,5,0,1,0,sales,1,0.43,1.034883721
245,0.45,0.46,2,155,3,0,1,0,sales,1,0.153333333,0.97826087
246,0.37,0.48,2,159,3,0,1,0,sales,1,0.16,0.770833333
247,0.46,0.49,2,148,3,0,1,0,sales,1,0.163333333,0.93877551
248,0.87,0.91,4,228,5,0,1,0,sales,1,0.364,0.956043956
249,0.11,0.84,6,298,4,0,1,0,sales,1,0.63,0.130952381
250,0.79,0.87,5,261,5,0,1,0,sales,1,0.435,0.908045977
251,0.79,0.92,5,254,6,0,1,0,sales,1,0.383333333,0.858695652
252,0.19,0.59,7,192,3,0,1,0,sales,1,0.688333333,0.322033898
253,0.87,0.98,4,248,5,0,1,0,sales,1,0.392,0.887755102
254,0.6,0.92,2,258,5,0,1,0,sales,1,0.184,0.652173913
255,0.44,0.45,2,156,3,0,1,0,sales,2,0.1,0.977777778
256,0.11,0.81,6,266,4,1,1,0,sales,2,0.405,0.135802469
257,0.42,0.54,2,156,3,0,1,0,sales,2,0.12,0.777777778
258,0.88,0.88,5,232,5,1,1,0,accounting,2,0.293333333,1
259,0.11,0.84,6,287,4,0,1,0,accounting,2,0.42,0.130952381
260,0.46,0.46,2,154,3,0,1,0,accounting,2,0.102222222,1
261,0.82,0.97,5,263,5,0,1,0,hr,2,0.323333333,0.845360825
262,0.44,0.56,2,131,3,0,1,0,hr,2,0.124444444,0.785714286
263,0.11,0.78,6,260,4,0,1,0,hr,2,0.39,0.141025641
264,0.42,0.5,2,139,3,0,1,0,hr,2,0.111111111,0.84
265,0.84,0.93,4,251,5,0,1,0,technical,2,0.248,0.903225806
266,0.11,0.95,6,286,4,0,1,0,technical,2,0.475,0.115789474
267,0.45,0.53,2,129,3,0,1,0,technical,0,0.353333333,0.849056604
268,0.38,0.56,2,156,3,0,1,0,technical,1,0.186666667,0.678571429
269,0.38,0.86,6,139,6,0,1,0,technical,2,0.286666667,0.441860465
270,0.44,0.51,2,127,3,0,1,0,technical,2,0.113333333,0.862745098
271,0.11,0.84,6,251,4,0,1,0,technical,2,0.42,0.130952381
272,0.81,0.93,5,270,5,0,1,0,technical,2,0.31,0.870967742
273,0.09,0.96,6,296,4,0,1,0,technical,1,0.72,0.09375
274,0.11,0.9,6,254,4,0,1,0,technical,1,0.675,0.122222222
275,0.81,0.95,5,238,6,0,1,0,technical,1,0.395833333,0.852631579
276,0.1,0.97,6,267,4,1,1,0,support,1,0.7275,0.103092784
277,0.74,0.89,5,229,6,0,1,0,support,1,0.370833333,0.831460674
278,0.09,0.78,6,254,4,0,1,0,support,1,0.585,0.115384615
279,0.82,0.81,4,233,4,1,1,0,support,1,0.405,1.012345679
280,0.1,0.98,6,268,4,0,1,0,support,1,0.735,0.102040816
281,0.27,0.56,3,301,3,0,1,0,support,1,0.28,0.482142857
282,0.83,0.92,5,267,6,0,1,0,support,1,0.383333333,0.902173913
283,0.1,0.93,6,289,4,1,1,0,support,1,0.6975,0.107526882
284,0.38,0.47,2,144,3,0,1,0,support,1,0.156666667,0.808510638
285,0.4,0.56,2,148,3,0,1,0,support,1,0.186666667,0.714285714
286,0.11,0.83,6,306,4,0,1,0,support,1,0.6225,0.13253012
287,0.11,0.79,6,292,4,0,1,1,technical,1,0.5925,0.139240506
288,0.82,0.91,5,232,5,0,1,0,technical,1,0.455,0.901098901
289,0.36,0.48,2,137,3,0,1,0,technical,1,0.16,0.75
290,0.4,0.46,2,128,3,0,1,0,management,1,0.153333333,0.869565217
291,0.87,0.84,5,231,5,0,1,0,IT,1,0.42,1.035714286
292,0.41,0.49,2,146,3,0,1,0,IT,1,0.163333333,0.836734694
293,0.11,0.91,6,308,4,1,1,0,IT,1,0.6825,0.120879121
294,0.1,0.93,6,253,4,0,1,0,IT,2,0.465,0.107526882
295,0.38,0.51,2,146,3,0,1,0,IT,2,0.113333333,0.745098039
296,0.39,0.55,2,156,3,0,1,0,product_mng,2,0.122222222,0.709090909
297,0.4,0.52,2,147,3,0,1,0,product_mng,2,0.115555556,0.769230769
298,0.45,0.48,2,136,3,0,1,0,product_mng,2,0.106666667,0.9375
299,0.74,0.84,5,249,5,0,1,0,product_mng,2,0.28,0.880952381
300,0.45,0.55,2,151,3,0,1,0,IT,2,0.122222222,0.818181818
301,0.12,1,3,278,4,0,1,0,RandD,2,0.25,0.12
302,0.1,0.77,7,250,5,0,1,0,RandD,2,0.359333333,0.12987013
303,0.37,0.55,2,127,3,0,1,0,RandD,2,0.122222222,0.672727273
304,0.89,0.87,5,255,5,0,1,0,RandD,2,0.29,1.022988506
305,0.45,0.47,2,135,3,0,1,0,RandD,2,0.104444444,0.957446809
306,0.37,0.46,2,149,3,0,1,0,marketing,0,0.306666667,0.804347826
307,0.11,0.81,5,287,4,0,1,0,sales,1,0.50625,0.135802469
308,0.41,0.48,2,145,3,0,1,0,accounting,2,0.106666667,0.854166667
309,0.1,0.94,6,285,4,0,1,0,support,2,0.47,0.106382979
310,0.1,0.93,7,305,4,0,1,0,technical,2,0.5425,0.107526882
311,0.11,0.95,7,300,4,0,1,0,management,2,0.554166667,0.115789474
312,0.4,0.54,2,139,3,0,1,0,marketing,1,0.18,0.740740741
313,0.41,0.49,2,130,3,0,1,0,marketing,1,0.163333333,0.836734694
314,0.1,0.81,6,268,4,0,1,0,marketing,1,0.6075,0.12345679
315,0.73,0.86,4,245,6,0,1,0,sales,1,0.286666667,0.848837209
316,0.43,0.47,2,135,3,0,1,0,sales,1,0.156666667,0.914893617
317,0.37,0.46,2,153,3,0,1,0,sales,1,0.153333333,0.804347826
318,0.11,0.94,6,276,4,0,1,0,sales,1,0.705,0.117021277
319,0.4,0.46,2,130,3,0,1,0,sales,1,0.153333333,0.869565217
320,0.41,0.54,2,153,3,1,1,0,sales,1,0.18,0.759259259
321,0.82,0.84,5,244,5,0,1,0,sales,1,0.42,0.976190476
322,0.61,0.47,2,253,3,0,1,0,sales,1,0.156666667,1.29787234
323,0.11,0.91,7,287,4,0,1,0,sales,1,0.79625,0.120879121
324,0.37,0.45,2,131,3,0,1,0,sales,1,0.15,0.822222222
325,0.41,0.52,2,135,3,0,1,0,sales,1,0.173333333,0.788461538
326,0.37,0.52,2,157,3,0,1,0,sales,1,0.173333333,0.711538462
327,0.88,0.99,5,262,6,0,1,0,sales,1,0.4125,0.888888889
328,0.1,0.85,6,266,4,0,1,0,sales,1,0.6375,0.117647059
329,0.44,0.48,2,148,3,0,1,0,sales,1,0.16,0.916666667
330,0.38,0.57,2,140,3,0,1,0,sales,1,0.19,0.666666667
331,0.11,0.85,7,302,4,0,1,0,sales,1,0.74375,0.129411765
332,0.09,0.98,6,271,4,0,1,0,sales,1,0.735,0.091836735
333,0.45,0.52,2,145,3,0,1,0,sales,2,0.115555556,0.865384615
334,0.1,0.81,6,290,4,0,1,0,accounting,2,0.405,0.12345679
335,0.45,0.47,2,151,3,0,1,0,accounting,2,0.104444444,0.957446809
336,0.77,0.87,5,266,5,0,1,0,accounting,2,0.29,0.885057471
337,0.44,0.51,2,140,3,0,1,0,hr,2,0.113333333,0.862745098
338,0.39,0.5,2,142,3,0,1,0,hr,2,0.111111111,0.78
339,0.1,0.91,6,246,4,0,1,0,hr,2,0.455,0.10989011
340,0.09,0.89,7,308,5,0,1,0,hr,2,0.415333333,0.101123596
341,0.37,0.47,2,141,3,0,1,0,technical,2,0.104444444,0.787234043
342,0.9,1,5,232,5,0,1,0,technical,2,0.333333333,0.9
343,0.41,0.56,2,143,3,0,1,0,technical,2,0.124444444,0.732142857
344,0.37,0.52,2,155,3,0,1,0,technical,2,0.115555556,0.711538462
345,0.1,0.86,6,278,4,0,1,0,technical,0,1.29,0.11627907
346,0.81,1,4,253,5,0,1,0,technical,1,0.4,0.81
347,0.11,0.8,6,282,4,0,1,0,technical,2,0.4,0.1375
348,0.11,0.84,7,264,4,0,1,0,technical,2,0.49,0.130952381
349,0.4,0.46,2,149,3,0,1,0,technical,2,0.102222222,0.869565217
350,0.09,0.8,6,304,5,0,1,0,technical,2,0.32,0.1125
351,0.48,0.93,3,219,6,0,1,0,technical,1,0.2325,0.516129032
352,0.91,0.91,4,262,6,0,1,0,support,1,0.303333333,1
353,0.43,0.57,2,135,3,0,1,0,support,1,0.19,0.754385965
354,0.33,0.88,6,219,5,0,1,0,support,1,0.528,0.375
355,0.41,0.57,2,136,3,0,1,0,support,1,0.19,0.719298246
356,0.41,0.55,2,154,3,0,1,0,support,1,0.183333333,0.745454545
357,0.37,0.54,2,149,3,0,1,0,support,1,0.18,0.685185185
358,0.31,0.62,6,135,5,0,1,0,support,1,0.372,0.5
359,0.09,0.91,6,275,4,0,1,0,support,1,0.6825,0.098901099
360,0.1,0.87,6,290,4,0,1,0,support,1,0.6525,0.114942529
361,0.76,0.9,4,263,5,0,1,0,support,1,0.36,0.844444444
362,0.41,0.54,2,145,3,0,1,0,support,1,0.18,0.759259259
363,0.72,0.96,5,267,5,0,1,0,technical,1,0.48,0.75
364,0.4,0.5,2,141,3,1,1,0,technical,1,0.166666667,0.8
365,0.91,0.87,4,235,5,0,1,0,technical,1,0.348,1.045977011
366,0.1,0.83,6,258,4,0,1,0,management,1,0.6225,0.120481928
367,0.4,0.56,2,131,3,0,1,0,IT,1,0.186666667,0.714285714
